UserId:ItemId,Prediction
u0000148:i2820852,7.64809
u0000148:i2918436,7.64809
u0000148:i3625152,7.64809
u0000148:i3672840,7.64809
u0000151:i0110357,8.49961
u0000151:i0247586,7.44188
u0000151:i0441773,7.69469
u0000151:i0458481,6.87643
u0000151:i0470752,7.1566
u0000151:i0816692,8.41382
u0000151:i1020072,7.74048
u0000151:i1065073,8.08224
u0000151:i1100089,6.95876
u0000151:i1605717,6.78231
u0000151:i1823672,7.1566
u0000151:i1971325,5.97417
u0000151:i1972571,5.77427
u0000151:i2084970,8.04719
u0000151:i2245084,7.79506
u0000151:i2262227,7.32273
u0000151:i2381941,7.1566
u0000151:i2397535,7.21689
u0000151:i2436386,7.1566
u0000151:i2548208,7.1361
u0000151:i2562232,8.09252
u0000151:i2582802,8.39188
u0000151:i2582846,7.79942
u0000151:i2737050,7.08712
u0000151:i2788710,6.50377
u0000151:i2820852,7.1566
u0000151:i2870612,6.42255
u0000151:i2872718,7.93512
u0000151:i2980516,7.8419
u0000151:i2980592,6.3707
u0000151:i3169706,8.12215
u0000160:i0365907,6.82757
u0000160:i0478970,7.10687
u0000160:i1109624,7.51871
u0000160:i1340138,7.10687
u0000160:i1392190,7.10687
u0000160:i1821694,7.19003
u0000160:i2381249,7.10687
u0000160:i2802144,7.09219
u0000179:i1631867,7.21459
u0000179:i1823672,6.18217
u0000179:i2039393,6.19765
u0000179:i2561572,6.18217
u0000179:i3152624,6.18217
u0000179:i3322940,5.35755
u0000210:i0057076,8.36561
u0000210:i0066995,7.28506
u0000210:i0079574,7.13338
u0000210:i0083943,7.71453
u0000210:i1291150,7.48265
u0000210:i2084970,9.01605
u0000210:i2278388,8.92798
u0000210:i2980516,8.92766
u0000210:i3819668,8.02829
u0000219:i0395972,8.03458
u0000219:i2582846,8.19417
u0000219:i2980516,8.0203
u0000271:i0117665,8.1647
u0000271:i0207201,7.31452
u0000271:i0277027,8.46168
u0000271:i0339412,7.87041
u0000271:i0364970,5.59221
u0000271:i0378109,7.08388
u0000271:i0416449,8.04942
u0000271:i0425123,7.02131
u0000271:i0478970,7.29617
u0000271:i0482571,8.53668
u0000271:i0485985,6.33179
u0000271:i0816711,7.37686
u0000271:i1279935,6.5342
u0000271:i1411250,6.46874
u0000271:i1524930,7.29617
u0000271:i1798709,8.07389
u0000271:i1821549,7.98543
u0000271:i1825784,7.29617
u0000271:i1951264,7.91562
u0000271:i2002718,6.3757
u0000271:i2004420,6.75198
u0000271:i2017038,7.08181
u0000271:i2024469,7.44612
u0000271:i2024544,8.37298
u0000271:i2126355,7.29617
u0000271:i2170299,6.86964
u0000271:i2294449,7.47035
u0000271:i2304771,7.81085
u0000271:i2369135,7.22934
u0000271:i2381249,7.29617
u0000271:i2679042,7.29617
u0000271:i2883512,7.65039
u0000271:i2996684,6.83898
u0000271:i3503840,7.29617
u0000276:i1100089,7.32693
u0000276:i1528100,6.53429
u0000276:i2381249,7.72404
u0000276:i2872718,8.12278
u0000276:i2980516,8.03029
u0000326:i0441909,7.74542
u0000326:i1243974,7.24809
u0000326:i2139555,7.36948
u0000333:i0445939,6.29563
u0000333:i1702014,7.87556
u0000333:i1727358,6.3908
u0000333:i2235108,7.33401
u0000335:i0000417,8.12402
u0000335:i0015324,8.09921
u0000335:i0041699,7.45515
u0000335:i0048473,7.68097
u0000335:i0048956,8.23547
u0000335:i0052572,8.43166
u0000335:i0053779,7.67299
u0000335:i0054698,7.66002
u0000335:i0056801,7.77024
u0000335:i0070666,7.69301
u0000335:i0071230,7.90122
u0000335:i0072902,7.29617
u0000335:i0086879,8.55402
u0000335:i0091288,7.29617
u0000335:i0091480,6.57484
u0000335:i0092048,7.38235
u0000335:i0095953,8.26136
u0000335:i0103935,7.29617
u0000335:i0111257,8.09607
u0000335:i0117615,7.47591
u0000335:i0188030,7.71713
u0000335:i0208092,8.17126
u0000335:i0393162,8.19084
u0000335:i0469021,7.65369
u0000335:i0470752,7.29617
u0000335:i0477348,7.94251
u0000335:i0884732,7.73836
u0000335:i1095442,8.02409
u0000335:i1360860,8.38811
u0000335:i1454029,8.39791
u0000335:i1605783,7.6339
u0000335:i1638355,7.29617
u0000335:i1671547,7.29617
u0000335:i1736633,7.45751
u0000335:i1772288,7.29617
u0000335:i1857816,7.29617
u0000335:i2096673,7.29617
u0000335:i2261331,7.81399
u0000335:i2273657,7.29617
u0000335:i2395427,7.29617
u0000335:i2523600,7.56779
u0000335:i2582802,8.68345
u0000335:i2674040,7.29617
u0000335:i2752688,6.79341
u0000335:i2908446,7.29617
u0000335:i3013258,7.29617
u0000335:i3398268,7.25115
u0000335:i3409392,7.14373
u0000335:i3455224,8.03617
u0000335:i3607812,7.29617
u0000335:i3824386,7.29617
u0000335:i4008652,7.29617
u0000370:i0163978,7.01829
u0000370:i0304415,7.1581
u0000370:i0414387,7.88792
u0000370:i1396226,7.78259
u0000370:i4158834,7.60426
u0000399:i0066921,7.38501
u0000399:i0095953,7.76267
u0000399:i0125439,7.26427
u0000399:i0372784,7.77921
u0000399:i0468569,8.45257
u0000399:i0470752,7.01923
u0000399:i1065073,7.81392
u0000399:i1270798,7.2388
u0000399:i2013293,7.25211
u0000399:i2140373,7.44297
u0000399:i2293640,7.01923
u0000399:i2397535,7.16018
u0000426:i0455944,9.79459
u0000426:i1441326,9.52645
u0000426:i1568911,10
u0000426:i1634121,8.26686
u0000426:i1714915,10
u0000426:i1741243,8.20164
u0000426:i1776143,9.09416
u0000426:i1791528,9.25503
u0000426:i1872194,10
u0000426:i1980209,8.95282
u0000426:i2132285,8.2666
u0000426:i2325741,8.75405
u0000426:i2330866,9.8221
u0000426:i2334649,10
u0000426:i2562232,10
u0000426:i2582802,10
u0000426:i2788710,8.6939
u0000426:i2802154,10
u0000426:i2872718,10
u0000426:i2884206,9.88765
u0000426:i2911666,9.57618
u0000426:i2980516,10
u0000429:i0455944,7.60824
u0000429:i1211956,7.26569
u0000429:i1972571,6.21595
u0000429:i2209764,6.73406
u0000429:i2234155,6.80764
u0000429:i2381249,7.1832
u0000429:i2446042,6.34544
u0000430:i0075148,8.39935
u0000430:i0079817,7.73223
u0000430:i0120102,7.2071
u0000430:i0360486,7.1319
u0000430:i0369610,7.29617
u0000430:i0878804,8.29929
u0000430:i1210166,7.98085
u0000430:i1438254,6.82105
u0000430:i1809398,7.58586
u0000430:i1990314,7.43784
u0000430:i2088003,7.29617
u0000430:i2249221,7.08784
u0000430:i2293640,7.29617
u0000430:i2364841,5.94563
u0000430:i2381249,7.29617
u0000430:i2463288,6.45792
u0000430:i2872732,6.63467
u0000437:i0101761,8.20223
u0000437:i0101765,8.28396
u0000437:i0108394,8.04232
u0000437:i0111495,8.09333
u0000437:i0401711,7.64112
u0000437:i0450188,7.72236
u0000437:i0478304,6.77071
u0000437:i0758758,8.17733
u0000437:i1014763,7.29617
u0000437:i1191111,7.97594
u0000437:i1549572,7.29437
u0000437:i1675434,8.7289
u0000437:i1748122,7.82343
u0000437:i1809398,7.58586
u0000437:i2084970,8.36514
u0000437:i2325977,7.29617
u0000437:i2582802,8.68345
u0000437:i2737050,7.52827
u0000442:i0470752,7.03222
u0000442:i1065073,7.96672
u0000442:i1638355,7.03222
u0000442:i1791528,6.9625
u0000442:i1823672,7.03222
u0000442:i2179136,7.56383
u0000442:i2180411,6.38918
u0000442:i2322441,7.03222
u0000442:i2358925,7.03222
u0000442:i2561572,7.03222
u0000442:i2582802,8.32881
u0000442:i2717822,5.39529
u0000442:i2802144,6.67493
u0000442:i2820852,7.03222
u0000442:i2908446,7.03222
u0000442:i2911666,7.17941
u0000442:i2980516,7.86042
u0000442:i3007512,7.64456
u0000442:i3045616,7.03222
u0000442:i3152624,7.03222
u0000442:i3181822,7.03222
u0000445:i0139654,7.76227
u0000445:i0162222,8.06239
u0000445:i0274558,7.89708
u0000445:i0947798,8.14285
u0000445:i0993842,6.88068
u0000445:i1086772,7.02676
u0000445:i1392170,7.35589
u0000445:i1408253,6.64704
u0000445:i1535109,8.30148
u0000445:i1564367,6.8842
u0000445:i1911658,6.7404
u0000445:i2788710,6.78204
u0000455:i0091042,8.12038
u0000455:i0120815,8.47139
u0000455:i0449059,8.02947
u0000455:i1340138,7.26874
u0000455:i1791682,6.98015
u0000455:i2848292,7.26874
u0000503:i0099785,7.26325
u0000503:i0113161,6.87308
u0000503:i0117802,6.49573
u0000503:i0128853,6.09883
u0000503:i0182789,6.59128
u0000503:i0365907,5.84386
u0000503:i0470752,6.45879
u0000503:i1598778,6.24504
u0000503:i2179136,7.20856
u0000503:i2278388,7.65791
u0000503:i2398231,6.26659
u0000503:i2582802,8.04649
u0000503:i2802144,5.73899
u0000503:i2937898,6.5328
u0000505:i0308878,7.44467
u0000505:i0770703,6.9454
u0000505:i0816692,8.53594
u0000505:i0829150,6.6524
u0000505:i0993846,8.33235
u0000505:i1124035,7.37985
u0000505:i1568346,7.94942
u0000505:i1661199,7.44467
u0000505:i2084970,8.32626
u0000505:i2101341,7.09094
u0000505:i2177771,6.62514
u0000505:i2179136,7.85338
u0000505:i2194499,7.92975
u0000505:i2199571,7.44467
u0000505:i2322441,7.44467
u0000505:i2369135,7.36213
u0000505:i2395427,7.44467
u0000505:i2726560,7.44467
u0000505:i2848292,7.44467
u0000505:i2908446,7.44467
u0000505:i2980516,8.10064
u0000529:i0478970,7.29617
u0000529:i1392190,7.29617
u0000529:i2126355,7.29617
u0000529:i2802144,6.842
u0000537:i1392190,9.07518
u0000537:i2465578,10
u0000537:i2562232,10
u0000551:i0470752,6.86005
u0000551:i1121096,5.47174
u0000551:i1340138,6.86005
u0000551:i1798684,6.86005
u0000551:i1935302,6.86005
u0000551:i2179136,7.14584
u0000551:i2339741,6.09868
u0000551:i2395427,6.86005
u0000551:i2446042,6.32566
u0000551:i2679042,6.86005
u0000551:i2717822,5.12796
u0000551:i2820852,6.86005
u0000551:i2908446,6.86005
u0000551:i3007512,7.48868
u0000551:i3480796,5.07234
u0000558:i0816692,7.19779
u0000558:i2084970,7.11087
u0000558:i2576852,7.38121
u0000558:i2980516,7.30411
u0000558:i3316960,7.3525
u0000566:i0050976,7.56707
u0000566:i0057012,8.40571
u0000566:i0113247,7.92565
u0000566:i0120731,8.52856
u0000566:i0756683,7.95099
u0000566:i2140203,8.27838
u0000566:i2322441,7.29617
u0000566:i3060492,7.50632
u0000582:i0478970,5.72352
u0000582:i1340138,5.72352
u0000582:i1502712,5.72352
u0000582:i1638355,5.72352
u0000582:i1798684,5.72352
u0000582:i1809398,5.94981
u0000582:i1850397,6.17256
u0000582:i2120120,5.72352
u0000582:i2126355,5.72352
u0000582:i2179136,6.25585
u0000582:i2245084,6.53585
u0000582:i2381249,5.72352
u0000582:i2788710,5.19487
u0000582:i2802144,5.32655
u0000582:i2820852,5.72352
u0000582:i2980516,6.55425
u0000594:i0086984,7.53735
u0000594:i0112579,8.43991
u0000594:i0120787,7.83382
u0000594:i0212985,7.64845
u0000594:i0289765,8.26048
u0000594:i0364045,7.11892
u0000594:i0365907,7.53838
u0000594:i0369610,7.51603
u0000594:i0422401,8.02155
u0000594:i0453562,8.70231
u0000594:i0477080,7.83149
u0000594:i1074638,8.33092
u0000594:i1091191,8.64594
u0000594:i1187064,7.75277
u0000594:i1204977,6.27569
u0000594:i1276104,8.1475
u0000594:i1334102,6.73783
u0000594:i1392190,7.51603
u0000594:i1524930,7.51603
u0000594:i1528071,7.6551
u0000594:i1564367,7.61298
u0000594:i1568338,7.66696
u0000594:i1617661,7.51603
u0000594:i1622547,6.96092
u0000594:i1638002,8.08696
u0000594:i1726592,7.42743
u0000594:i1922777,7.70758
u0000594:i2034139,5.63285
u0000594:i2179136,8.21016
u0000594:i2184339,6.83101
u0000594:i2235779,6.57846
u0000594:i2368553,7.75326
u0000594:i2395199,6.59981
u0000594:i2562232,8.72689
u0000594:i2788710,7.68952
u0000594:i2802144,7.56971
u0000594:i2820852,7.51603
u0000594:i2870612,7.47635
u0000594:i2872732,7.40042
u0000594:i2911666,8.02084
u0000594:i2937898,7.93471
u0000594:i3079380,7.51603
u0000594:i3202890,7.72091
u0000594:i3235888,9.38451
u0000597:i0369610,6.74681
u0000597:i1392190,6.74681
u0000597:i1617661,6.74681
u0000597:i1809398,7.02215
u0000597:i2381249,6.74681
u0000597:i2395427,6.74681
u0000597:i2679042,6.74681
u0000597:i2802144,6.29008
u0000597:i2820852,6.74681
u0000597:i3079380,6.74681
u0000665:i0101393,7.47255
u0000665:i0289848,5.95252
u0000665:i0332280,8.04477
u0000665:i0372183,7.99105
u0000665:i1119646,7.85447
u0000665:i1130884,8.16606
u0000665:i1231583,6.89611
u0000665:i1385826,7.47405
u0000665:i1411697,6.91674
u0000665:i1817273,7.55162
u0000665:i1951261,6.26609
u0000714:i1340138,7.14809
u0000714:i1854236,6.83855
u0000714:i2179136,7.57473
u0000714:i2381249,7.14809
u0000714:i2802144,6.70119
u0000716:i0119051,6.55338
u0000716:i0183505,5.43912
u0000716:i0247199,5.30823
u0000716:i0256380,5.3073
u0000716:i0265666,6.33247
u0000716:i0416320,6.18588
u0000716:i0470752,5.6962
u0000716:i0787474,5.44893
u0000716:i0862846,6.01122
u0000716:i0864835,5.91381
u0000716:i0881891,4.25732
u0000716:i0918927,6.04907
u0000716:i1291150,5.22805
u0000716:i1371111,5.90666
u0000716:i1598828,4.83204
u0000716:i1602472,4.7151
u0000716:i1647668,6.08267
u0000716:i1698641,5.53026
u0000716:i1723121,6.01318
u0000716:i1764234,4.75455
u0000716:i1790864,5.81871
u0000716:i1872194,6.34536
u0000716:i1980209,5.31336
u0000716:i2015381,6.73014
u0000716:i2096673,5.6962
u0000716:i2103281,6.48736
u0000716:i2179136,6.28412
u0000716:i2203939,5.06747
u0000716:i2267998,6.75888
u0000716:i2279373,5.6962
u0000716:i2338151,6.95553
u0000716:i2395427,5.6962
u0000716:i2465578,6.95141
u0000716:i2561572,5.6962
u0000716:i2562232,6.79845
u0000716:i2582802,7.08474
u0000716:i2820852,5.6962
u0000716:i2911666,5.91412
u0000716:i3203616,5.6962
u0000716:i3411432,5.6962
u0000743:i0816692,8.55468
u0000743:i2245084,8.12443
u0000743:i2820852,7.29617
u0000750:i0455944,7.56971
u0000750:i1392190,7.29617
u0000750:i2199571,7.29617
u0000750:i3007512,7.89597
u0000750:i3698408,7.37434
u0000750:i4192740,7.29617
u0000750:i4450706,7.29617
u0000750:i4712818,7.29617
u0000758:i0120586,8.34992
u0000758:i0120777,7.83618
u0000758:i0458413,6.52552
u0000758:i0470752,7.17774
u0000758:i0884732,7.57642
u0000758:i0889573,6.7285
u0000758:i1617661,7.17774
u0000758:i1823672,7.17774
u0000758:i2223990,7.12441
u0000758:i2245084,8.09984
u0000758:i2322441,7.17774
u0000758:i2395427,7.17774
u0000758:i2555736,7.17774
u0000758:i2582802,8.51851
u0000758:i2802144,6.80735
u0000758:i2870648,7.17774
u0000758:i2937898,7.13752
u0000758:i3294200,7.17774
u0000758:i3316960,7.84954
u0000758:i3442006,7.19395
u0000782:i0103772,6.84568
u0000782:i0452594,6.18285
u0000782:i0884732,7.00754
u0000782:i1294688,6.28984
u0000782:i1375666,7.68499
u0000782:i1504320,7.2605
u0000782:i1637688,6.59711
u0000782:i1638002,6.48966
u0000782:i1670345,7.03313
u0000782:i1675434,8.00137
u0000782:i1701210,6.24479
u0000782:i1726592,6.12031
u0000782:i1790864,6.63892
u0000782:i1872194,7.23994
u0000782:i1972779,5.5627
u0000782:i2084970,7.63627
u0000782:i2180411,5.63299
u0000782:i2381941,6.46698
u0000782:i2908446,6.46698
u0000782:i3079380,6.46698
u0000782:i3203616,6.46698
u0000782:i3477480,7.15192
u0000787:i0053198,7.33924
u0000787:i0054248,7.52609
u0000787:i0119707,4.94492
u0000787:i0209144,8.08715
u0000787:i0368891,7.3229
u0000787:i0449059,7.65099
u0000787:i0477348,7.78025
u0000787:i0790686,6.95846
u0000787:i1210166,7.51676
u0000787:i1213648,6.21512
u0000787:i1219289,7.48199
u0000787:i1259014,8.00048
u0000836:i0322802,7.08224
u0000836:i1881002,7.29617
u0000836:i2011159,6.75955
u0000863:i1850397,7.62311
u0000863:i1945084,7.51414
u0000863:i2788710,8.12409
u0000863:i2802144,7.49351
u0000863:i3181822,7.51414
u0000871:i0365907,7.52923
u0000871:i0455944,8.32347
u0000871:i1291150,7.36317
u0000871:i1528071,7.50352
u0000871:i1600196,7.65434
u0000871:i1649443,6.08486
u0000871:i1670345,8.39171
u0000871:i1877832,8.88334
u0000871:i2072933,6.52878
u0000871:i2101441,6.06023
u0000871:i2170593,8.08657
u0000871:i2172985,7.42313
u0000871:i2231253,7.33654
u0000871:i2267998,8.74575
u0000871:i2274570,7.44836
u0000871:i2333784,7.34917
u0000871:i2398249,6.10766
u0000871:i2446042,7.77576
u0000871:i2581244,7.79959
u0000871:i2692904,7.65244
u0000871:i2788710,7.88254
u0000871:i2870612,7.34949
u0000871:i2872732,7.28917
u0000871:i3416742,8.51977
u0000883:i2096672,6.58099
u0000883:i3235888,8.68469
u0000883:i3727824,7.29617
u0000891:i1587310,8.09691
u0000891:i2267998,8.82788
u0000891:i2883512,8.61336
u0000919:i0470752,7.29617
u0000919:i0816692,8.55468
u0000919:i0831387,6.80476
u0000919:i1065073,8.26147
u0000919:i1109624,7.66517
u0000919:i1126590,7.5834
u0000919:i1566503,7.29617
u0000919:i1713476,6.23608
u0000919:i1726592,6.62003
u0000919:i1742044,7.56942
u0000919:i1790885,7.56323
u0000919:i1837613,7.09395
u0000919:i1847746,7.16766
u0000919:i1980929,7.6824
u0000919:i1981107,7.6811
u0000919:i2013293,7.87059
u0000919:i2015381,8.26975
u0000919:i2017038,7.08181
u0000919:i2042583,7.49906
u0000919:i2084970,8.36514
u0000919:i2103281,8.00762
u0000919:i2172584,7.2251
u0000919:i2179136,7.77274
u0000919:i2209418,8.08933
u0000919:i2209764,6.52067
u0000919:i2305051,7.86863
u0000919:i2321549,7.20936
u0000919:i2345112,6.83676
u0000919:i2347134,7.67936
u0000919:i2359417,7.16803
u0000919:i2404181,7.4737
u0000919:i2404461,7.85056
u0000919:i2562232,8.38298
u0000919:i2567712,7.7037
u0000919:i2582802,8.68345
u0000919:i2582846,8.14566
u0000919:i2752688,6.79341
u0000919:i2870648,7.29617
u0000919:i2872718,8.12337
u0000919:i2872732,6.63467
u0000919:i2883512,7.65039
u0000919:i2920540,7.99022
u0000919:i2937898,7.32606
u0000919:i2980516,8.15268
u0000919:i3074780,7.29617
u0000919:i3169706,8.41626
u0000919:i3316960,7.9641
u0000919:i3409392,7.14373
u0000919:i3636326,7.29617
u0000987:i0816692,8.55468
u0000987:i1392190,7.29617
u0000987:i2084970,8.36514
u0000987:i2802144,6.842
u0000987:i2911666,7.38147
u0001020:i0092005,8.09976
u0001020:i1132449,5.03056
u0001020:i1655442,7.86622
u0001056:i0268978,8.37864
u0001056:i0482571,8.53668
u0001056:i0816692,8.55468
u0001056:i1392190,7.29617
u0001056:i2084970,8.36514
u0001056:i2582802,8.68345
u0001065:i0369610,7.74681
u0001065:i1911658,7.23321
u0001065:i2322441,7.74681
u0001065:i2381249,7.74681
u0001065:i2397535,8.04842
u0001065:i2582802,9.07127
u0001065:i2802144,7.30562
u0001065:i2820852,7.74681
u0001098:i0840361,7.79221
u0001098:i1706620,7.27326
u0001098:i2395427,7.29617
u0001112:i0048280,8.10574
u0001112:i0838221,8.08927
u0001112:i1100089,8.1724
u0001112:i1708135,7.94157
u0001112:i1980929,8.16739
u0001112:i2039393,7.05767
u0001112:i2179136,8.65094
u0001112:i2235108,7.72512
u0001112:i2404425,7.94157
u0001112:i2726560,7.94157
u0001112:i2802144,7.25929
u0001112:i3062976,7.94157
u0001112:i3152624,7.94157
u0001112:i4246854,7.94157
u0001112:i4284010,7.94157
u0001115:i0112471,6.25112
u0001115:i0870984,4.6503
u0001115:i1020072,6.38681
u0001115:i1100089,5.49998
u0001115:i1334260,5.63219
u0001115:i1340138,5.59033
u0001115:i1528100,4.32617
u0001115:i1809398,5.78679
u0001115:i2084970,6.39
u0001115:i2103281,6.02547
u0001115:i2322441,5.59033
u0001115:i2338151,6.43546
u0001115:i2713180,5.85366
u0001115:i2788710,4.54064
u0001115:i2980516,6.12704
u0001115:i3007512,5.82306
u0001115:i3316960,6.25314
u0001115:i3668452,5.59033
u0001115:i4078510,5.59033
u0001115:i4240654,5.59033
u0001115:i4458296,5.59033
u0001115:i4565448,5.59033
u0001145:i0478970,7.41456
u0001145:i1100089,7.39078
u0001145:i1340138,7.41456
u0001145:i1392190,7.41456
u0001145:i1638002,7.19651
u0001145:i1655441,7.41456
u0001145:i2084970,8.41133
u0001145:i2322441,7.41456
u0001145:i2360310,7.41456
u0001145:i2381941,7.41456
u0001145:i2582802,8.88342
u0001145:i2726560,7.41456
u0001145:i2802144,6.9851
u0001145:i2908446,7.41456
u0001145:i3622592,7.41456
u0001145:i4357170,7.41456
u0001157:i0055928,7.6674
u0001157:i0057076,7.71128
u0001157:i0058150,8.03293
u0001157:i0059800,7.06729
u0001157:i0061452,5.53861
u0001157:i0062512,7.28865
u0001157:i0064757,7.18645
u0001157:i0317740,7.48342
